date,AAPL,AMZN,GOOGL,MSFT,NVDA,TSLA
2020-01-02,72.716064453125,94.90049743652344,68.1083755493164,153.32325744628906,5.972161769866943,28.68400001525879
2020-01-03,72.0091323852539,93.74849700927734,67.7520751953125,151.4141082763672,5.876571178436279,29.534000396728516
2020-01-06,72.58290100097656,95.14399719238281,69.55794525146484,151.80548095703125,5.901215076446533,30.1026668548584
2020-01-07,72.24154663085938,95.34300231933594,69.423583984375,150.42135620117188,5.972660541534424,31.270666122436523
2020-01-08,73.40364837646484,94.59850311279297,69.91773223876953,152.81732177734375,5.983862400054932,32.80933380126953
2020-01-09,74.96279907226562,95.05249786376953,70.65171813964844,154.72650146484375,6.04957914352417,32.089332580566406
2020-01-10,75.13226318359375,94.15799713134766,71.1080322265625,154.0105438232422,6.081940650939941,31.876667022705078
2020-01-13,76.73743438720703,94.56500244140625,71.65890502929688,155.8624267578125,6.272624969482422,34.990665435791016
2020-01-14,75.70122528076172,93.47200012207031,71.18914031982422,154.76470947265625,6.155625343322754,35.861331939697266
2020-01-15,75.37678527832031,93.10099792480469,71.61760711669922,155.76695251464844,6.1130571365356445,34.56666564941406
2020-01-16,76.32101440429688,93.89700317382812,72.16299438476562,158.62110900878906,6.1966986656188965,34.232666015625
2020-01-17,77.16594696044922,93.23600006103516,73.6240005493164,159.50888061523438,6.205411911010742,34.03333282470703
2020-01-21,76.64300537109375,94.5999984741211,73.7598648071289,158.9361114501953,6.172054767608643,36.47999954223633
2020-01-22,76.91657257080078,94.37300109863281,73.84046936035156,158.17247009277344,6.226073265075684,37.97066879272461
2020-01-23,77.2870101928711,94.22899627685547,73.88126373291016,159.1461639404297,6.294529914855957,38.14666748046875
2020-01-24,77.06424713134766,93.08200073242188,72.95967864990234,157.54246520996094,6.235284328460693,37.654666900634766
2020-01-27,74.79816436767578,91.41699981689453,71.24588775634766,154.90786743164062,5.979380130767822,37.201332092285156
2020-01-28,76.91415405273438,92.6624984741211,72.17991638183594,157.94337463378906,6.172801971435547,37.793331146240234
2020-01-29,78.52415466308594,92.9000015258789,72.48843383789062,160.4061737060547,6.112312316894531,38.732666015625
2020-01-30,78.4103775024414,93.53399658203125,72.36652374267578,164.9308319091797,6.119032382965088,42.72066879272461
2020-01-31,74.9337387084961,100.43599700927734,71.29812622070312,162.49668884277344,5.885532379150391,43.371334075927734
2020-02-03,74.72795104980469,100.20999908447266,73.77726745605469,166.45816040039062,5.982615947723389,52.0
2020-02-04,77.19498443603516,102.4834976196289,71.92662048339844,171.93739318847656,6.151891708374023,59.137332916259766
2020-02-05,77.82447814941406,101.99349975585938,71.95846557617188,171.72738647460938,6.242254257202148,48.97999954223633
2020-02-06,78.73477935791016,102.5114974975586,73.44735717773438,175.28793334960938,6.329131603240967,49.930667877197266
2020-02-07,77.66456604003906,103.96399688720703,73.60359191894531,175.53616333007812,6.26291561126709,49.871334075927734
2020-02-10,78.03343963623047,106.69550323486328,75.07408142089844,180.12762451171875,6.546202182769775,51.41866683959961
2020-02-11,77.5626449584961,107.54000091552734,75.14374542236328,176.06114196777344,6.668675899505615,51.62533187866211
2020-02-12,79.40457916259766,108.0,75.57020568847656,176.3188934326172,6.784431457519531,51.15266799926758
2020-02-13,78.83912658691406,107.49349975585938,75.30945587158203,175.3643341064453,6.740618705749512,53.599998474121094
2020-02-14,78.85855865478516,106.74349975585938,75.57518005371094,176.9298095703125,7.213840007781982,53.33533477783203
2020-02-18,77.41460418701172,107.78350067138672,75.61051177978516,178.72442626953125,7.382617950439453,57.22666549682617
2020-02-19,78.53577423095703,108.51100158691406,75.8807144165039,179.26046752929688,7.833934307098389,61.16133117675781
2020-02-20,77.73009490966797,107.65499877929688,75.48860168457031,176.52288818359375,7.68457555770874,59.96066665649414
2020-02-21,75.97065734863281,104.79850006103516,73.82007598876953,170.94253540039062,7.320385932922363,60.06666564941406
2020-02-24,72.36204528808594,100.4645004272461,70.65519714355469,163.572265625,6.802852630615234,55.58599853515625
2020-02-25,69.9109878540039,98.63700103759766,68.9861831665039,160.87301635742188,6.523299217224121,53.32733154296875
2020-02-26,71.02001190185547,98.97949981689453,69.19269561767578,162.88308715820312,6.662703037261963,51.91999816894531
2020-02-27,66.37754821777344,94.21499633789062,65.43465423583984,151.40652465820312,6.2918195724487305,45.266666412353516
2020-02-28,66.3387222290039,94.1875,66.64387512207031,155.072509765625,6.726965427398682,44.53266525268555
2020-03-02,72.51492309570312,97.69750213623047,68.9861831665039,165.39093017578125,6.885383129119873,49.574668884277344
2020-03-03,70.21187591552734,95.44950103759766,66.56774139404297,157.46546936035156,6.622849464416504,49.70066833496094
2020-03-04,73.4686508178711,98.79149627685547,68.75130462646484,163.246826171875,7.08664083480835,49.96666717529297
2020-03-05,71.08554077148438,96.20149993896484,65.42520904541016,159.15013122558594,6.8071699142456055,48.30266571044922
2020-03-06,70.14151763916016,95.05449676513672,64.47872924804688,154.6513671875,6.626585960388184,46.89866638183594
2020-03-09,64.59388732910156,90.03050231933594,60.50025177001953,144.17027282714844,6.113476753234863,40.53333282470703
2020-03-10,69.24603271484375,94.59100341796875,63.45512390136719,154.02919006347656,6.503040790557861,43.02199935913086
2020-03-11,66.84107971191406,91.04299926757812,60.25691604614258,147.05137634277344,6.139132499694824,42.28200149536133
2020-03-12,60.24020767211914,83.83049774169922,55.31304931640625,133.1053009033203,5.387898921966553,37.369998931884766
2020-03-13,67.4574966430664,89.25,60.42461395263672,152.02871704101562,5.998898506164551,36.44133377075195
